,service,flag,src_bytes,dst_bytes,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,Label
109341,49,4,1,0,2,0,0,1,0,2,0.01,0.12,0,0,1
29135,49,4,0,0,1,0,0,1,0,1,0.01,0.08,0,0,1
73625,24,9,218,361,27,0,0,1,0,255,1,0,0,0,4
74946,49,9,1,0,12,0,0,0.75,0.17,9,0.04,0.95,0.03,0,1
102632,58,5,0,0,116,1,1,0.17,0.05,20,0.08,0.05,1,1,0
63957,68,5,0,0,205,1,1,0.01,0.07,2,0.01,0.08,1,1,0
3489,24,9,222,4675,11,0,0,1,0,255,1,0,0.01,0,4
23520,14,9,8,0,1,0,0,1,0,237,1,0,0,0,1
8789,49,5,0,0,142,1,1,0.11,0.06,12,0.05,0.07,1,1,0
60157,63,5,0,0,268,1,1,0.09,0.05,23,0.09,0.05,1,1,0
37448,24,9,226,1511,12,0,0,1,0,255,1,0,0,0,4
49469,49,5,0,0,50,1,1,0.06,0.12,15,0.06,0.09,1,1,0
83440,14,9,8,0,1,0,0,1,0,175,1,0,0,0,1
28153,24,9,165,7775,1,0,0,1,0,255,1,0,0,0,4
26582,24,9,209,8793,5,0,0,1,0,255,1,0,0,0,4
54371,26,5,0,0,138,1,1,0.06,0.07,7,0.03,0.05,1,1,0
108248,24,5,0,0,2,0.5,0.5,1,0,255,1,0,0.5,0,4
115310,54,9,800,406,1,0,0,1,0,39,0.15,0.06,0.61,0,4
32590,17,5,0,0,144,1,1,0.1,0.06,15,0.06,0.06,1,1,0
9989,24,1,0,0,1,0,0,1,0,21,0.7,0.07,0,0,4
34587,24,5,0,0,2,1,1,1,0,255,1,0,1,0.03,4
55941,24,9,54540,8314,4,0,0,1,0,227,1,0,0,0,0
123149,16,5,0,0,141,1,1,0.13,0.06,7,0.03,0.06,1,1,0
50246,12,9,42,108,66,0,0,1,0,204,0.8,0.01,0,0,4
69049,49,5,0,0,124,1,1,0.03,0.06,4,0.06,0.1,1,1,0
114241,19,2,0,0,252,0,0,0.02,0.06,4,0.02,0.07,0,0,0
59597,24,9,227,5770,29,0,0,1,0,255,1,0,0,0,4
124168,49,5,0,0,11,1,1,0.27,0.36,3,0.01,0.09,1,1,0
56566,49,5,0,0,126,1,1,0.07,0.07,17,0.07,0.07,1,1,0
93833,20,9,7162,0,6,0,0,1,0,47,0.18,0.02,0.53,0,4
102795,44,9,145,105,1,0,0,1,0,2,0.01,0.64,0,0,4
116751,44,9,516,4,321,0,0,1,0,255,1,0,0,0,4
65472,49,1,0,0,233,0,0,0.06,0.06,13,0.05,0.08,0,0,0
36747,24,9,336,897,14,0,0,1,0,255,1,0,0,0,4
101150,58,5,0,0,233,1,1,0.03,0.06,19,0.07,0.07,1,1,0
67171,14,9,8,0,1,0,0,1,0,15,1,0,0,0,1
87599,24,9,282,10853,7,0,0,1,0,255,1,0,0,0,4
74991,49,5,0,0,150,1,1,0.11,0.05,16,0.06,0.06,1,1,0
24225,24,9,216,710,26,0,0,1,0,255,1,0,0,0,4
75488,49,9,1,0,46,0,0,0.48,0.07,22,0.09,0.23,0,0,1
21352,44,9,147,105,4,0,0,0.5,0.5,3,0.01,0.55,0,0,4
90244,20,9,59,0,6,0,0,1,0,72,0.28,0.03,0,0,4
94799,12,9,22,75,2,0,0,0.5,1,42,0.95,0.05,0,0,4
8635,24,9,264,2825,8,0,0,1,0,255,1,0,0,0,4
74020,24,9,218,434,10,0,0,1,0,255,1,0,0,0,4
65757,24,9,213,3327,1,0,0,1,0,255,1,0,0,0,4
108878,24,9,224,8046,1,0,0,1,0,255,1,0,0,0,4
55596,24,9,216,10041,14,0,0,1,0,255,1,0,0,0,4
70724,12,9,42,108,1,0,0,1,0,229,0.77,0.02,0.01,0,4
28136,24,9,201,1315,11,0,0,1,0,255,1,0,0,0,4
67872,24,9,348,412,4,0,0,1,0,255,1,0,0,0,4
88146,15,9,1032,0,511,0,0,1,0,193,0.76,0.02,0,0,0
35100,54,9,1328,438,205,1,0,0,0.05,15,0.06,0.06,0.89,0,4
45675,15,9,1032,0,496,0,0,1,0,255,1,0,0,0,0
107541,54,9,821,281,1,0,0,1,0,117,0.6,0.04,0,0,4
65872,42,5,0,0,293,1,1,0.09,0.05,25,0.1,0.05,1,1,0
97191,14,9,30,0,2,0,0,0.5,1,1,0,0.01,0,0,4
99502,24,9,216,3750,4,0,0,1,0,255,1,0,0,0,4
83689,24,1,0,0,1,0,0,1,0,124,1,0,0,0,4
88934,10,5,0,0,267,1,1,0.01,0.06,2,0.01,0.07,1,1,0
110203,49,9,1,0,29,0,0,0.59,0.1,17,0.07,0.19,0,0,1
103309,49,9,28,0,1,0,0,1,0,1,0,0.02,0,0,0
12374,26,5,0,0,141,1,1,0.12,0.06,17,0.07,0.06,1,1,0
111847,51,5,0,0,80,0.79,1,0.03,0.38,2,0.01,0.12,0.25,1,1
80015,24,9,214,2251,6,0,0,1,0,255,1,0,0,0,4
105033,24,4,0,0,1,0,0,1,0,148,0.58,0.32,0,0,1
79148,49,1,0,0,48,0,0,0.02,1,1,0.01,0.36,0,0,1
48348,20,9,59,0,1,0,0,1,0,21,0.08,0.5,0,0,4
10534,8,5,0,0,225,1,1,0.01,0.07,2,0.01,0.07,1,1,0
11313,49,5,0,0,194,1,1,0.06,0.06,11,0.04,0.07,1,1,0
121194,19,5,0,0,273,1,1,0.07,0.05,19,0.07,0.05,1,1,0
81932,37,5,0,0,236,1,1,0.01,0.06,6,0.02,0.08,1,1,0
66333,42,5,0,0,195,1,1,0.01,0.06,2,0.01,0.06,1,1,0
18500,49,1,0,0,43,0.02,0,0.02,1,1,0,0.2,0,0,1
60846,49,4,1,0,2,0,0,1,0,2,0.01,0.22,0,0,1
56197,49,5,0,0,135,1,1,0.13,0.07,18,0.07,0.06,1,1,0
125534,24,9,234,2507,6,0,0,1,0,240,0.94,0.01,0,0,4
124415,55,5,0,0,12,1,1,0.08,0.5,12,0.05,0.09,1,1,0
14049,9,5,0,0,244,1,1,0.02,0.05,4,0.02,0.05,1,1,0
122185,14,9,30,0,1,0,0,1,0,91,1,0,0,0,4
108242,44,9,516,4,320,0,0,1,0,255,1,0,0,0,4
36007,40,5,0,0,238,1,1,0.03,0.06,1,0,0.07,1,1,0
79245,14,9,30,0,8,0,0,0.12,0.38,4,0.02,0.01,0,0,4
70096,24,9,351,428,2,0,0,1,0,255,1,0,0,0,4
43551,49,4,1,0,2,0,0,1,0,2,0.01,0.66,0,0,1
62223,33,5,0,0,130,1,1,0.15,0.07,18,0.07,0.08,1,1,0
43801,24,9,305,2073,7,0,0,1,0,255,1,0,0,0,4
73293,24,9,227,303,25,0,0,1,0,255,1,0,0,0,4
106476,49,4,1,0,2,0,0,1,0,2,0.01,0.5,0,0,1
43733,49,4,0,0,1,0,0,1,0,1,0.01,0.66,0.04,0,1
5533,47,9,94,7466,1,0,0,1,0,1,0.01,0.06,0,0,4
102190,44,9,4539,0,1,0,0,1,0,1,0.01,0.38,0,0,4
71817,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
62585,44,1,0,0,509,0.21,0,0,1,1,0,1,0.15,0,1
54884,42,5,0,0,204,1,1,0.02,0.06,20,0.08,0.06,1,1,0
115345,20,9,2890,0,11,0,0,1,0,120,0.47,0.01,0,0,4
24693,31,5,0,0,142,1,1,0.14,0.06,20,0.08,0.07,1,1,0
4774,18,5,0,0,19,1,1,0.26,0.21,64,0.25,0.02,1,1,0
73903,14,9,30,0,1,0,0,1,0,90,0.98,0.03,0,0,4
83546,69,5,0,0,202,1,1,0.08,0.05,16,0.06,0.06,1,1,0
41247,49,5,0,0,239,1,1,0.03,0.06,7,0.03,0.08,1,1,0
1722,58,5,0,0,120,1,1,0.02,0.07,2,0.01,0.05,1,1,0
33669,54,9,4743,331,2,0,0,0.5,1,199,0.78,0.02,0,0,4
119787,24,9,327,2037,8,0,0,1,0,255,1,0,0,0,4
20467,20,9,491,0,1,0,0,1,0,134,0.53,0.01,0,0.01,4
32819,20,9,567,0,2,0,0,0.5,1,25,0.93,0.11,0,0,4
83527,15,9,520,0,426,0,0,1,0,255,1,0,0,0,0
64688,24,9,205,5688,1,0,0,1,0,255,1,0,0,0,4
53844,24,9,315,911,16,0,0,1,0,255,1,0,0,0,4
109742,24,9,246,1719,2,0,0,1,0,255,1,0,0,0,4
17650,24,9,183,791,2,0,0,0.5,1,240,0.94,0.02,0,0,4
16809,63,9,0,4,1,0,0,1,0,24,1,0,0,0,4
60545,20,9,15722,0,6,0,0,1,0,66,0.3,0.07,0,0.02,4
16099,24,9,228,7333,1,0,0,1,0,255,1,0,0,0,4
105883,65,9,182,0,8,0,0,0.75,0.38,42,0.16,0.01,0,0,4
41368,24,9,201,767,4,0,0,1,0,255,1,0,0,0,4
108830,24,9,205,3176,3,0,0,1,0,255,1,0,0,0,4
76107,49,5,0,0,292,1,1,0.04,0.06,5,0.02,0.07,1,1,0
124871,24,9,241,389,1,0,0,1,0,255,1,0,0,0,4
81703,24,9,342,654,4,0,0,1,0,255,1,0,0,0,4
106856,24,9,228,6687,17,0,0,1,0,255,1,0,0,0,4
30262,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
87394,54,5,0,0,1,1,1,1,0,135,0.44,0.01,0.99,0.6,0
6576,44,9,146,105,2,0,0,1,0,2,0.22,0.67,0,0,4
58965,24,9,327,1041,10,0,0,1,0,255,1,0,0,0,4
107482,49,1,0,0,87,0,0,0.09,0.06,8,0.03,0.06,0,0,0
50118,69,5,0,0,185,1,1,0.08,0.06,17,0.07,0.06,1,1,0
123738,19,9,1488,4152,2,0,0,1,0,41,0.16,0.02,0,0,4
50805,20,9,5558,0,13,0,0,1,0,99,0.26,0.1,0.01,0,4
11542,6,5,0,0,124,1,1,0.05,0.06,12,0.05,0.06,1,1,0
83095,24,9,288,511,16,0,0,1,0,255,1,0,0,0,4
20331,49,9,1,0,48,0,0,0.17,0.08,19,0.07,0.6,0.16,0,1
48394,49,5,0,0,81,1,1,0.31,0.05,25,0.1,0.04,1,1,0
42225,49,5,0,0,150,1,1,0.06,0.07,9,0.04,0.08,1,1,0
55316,24,9,211,1857,29,0,0,1,0,255,1,0,0,0,4
74584,49,5,0,0,187,1,1,0.01,0.06,20,0.08,0.08,1,1,0
45542,14,9,18,0,1,0,0,1,0,245,0.17,0.17,0,0,1
45403,57,5,0,0,248,1,1,0,0.07,1,0,0.08,1,1,0
90383,42,5,0,0,102,1,1,0.02,0.05,2,0.01,0.05,1,1,0
27307,16,5,0,0,123,1,1,0.03,0.06,17,0.07,0.07,1,1,0
90445,49,5,0,0,50,1,1,0.2,0.12,10,0.04,0.08,1,1,0
46993,5,1,0,0,259,0,0,0.04,0.07,10,0.04,0.07,0,0,0
11381,24,9,206,334,55,0,0,1,0,255,1,0,0,0,4
75780,66,2,0,0,119,0,0,0.13,0.07,15,0.06,0.06,0,0,0
116934,24,9,214,480,9,0,0,1,0,255,1,0,0,0,4
13817,20,9,965,0,22,0.05,0.03,1,0,88,0.35,0.03,0,0.01,4
24583,12,9,46,128,70,0,0,0.99,0.03,236,0.93,0.01,0,0,4
34091,24,9,318,664,20,0,0,1,0,255,1,0,0,0,4
79166,24,9,298,10862,7,0,0,1,0,255,1,0,0,0,4
33986,24,9,257,274,1,0,0,1,0,248,0.97,0.01,0,0,4
86981,24,9,313,32782,6,0,0,1,0,162,1,0,0.01,0.01,4
19514,28,5,0,0,295,1,1,0.06,0.05,17,0.07,0.07,1,1,0
111486,18,5,0,0,4,1,1,0.5,0.5,55,0.22,0.03,1,1,0
37582,49,5,0,0,131,1,1,0.02,0.05,3,0.01,0.06,1,1,0
49123,24,9,204,1207,2,0.5,0.5,1,0,255,1,0,0.03,0.01,4
93653,24,9,281,10373,6,0,0,1,0,255,1,0,0,0,4
31990,49,5,0,0,224,1,1,0.07,0.04,15,0.06,0.05,1,1,0
90088,24,9,289,2949,5,0,0,1,0,255,1,0,0,0,4
86931,20,9,637,0,2,0,0,1,0,64,0.79,0.05,0,0.02,4
29830,49,1,0,0,82,0,0,0.13,0.06,11,0.04,0.07,0,0,0
7615,54,9,3064,336,1,0,0,1,0,64,0.25,0.35,0,0,4
72139,15,9,1032,0,511,0,0,1,0,224,0.88,0.01,0,0,0
52479,36,1,0,0,122,0,0,0.02,0.08,2,0.01,0.09,0,0,0
19609,24,9,292,1569,4,0,0,1,0,255,1,0,0.01,0,4
72975,49,5,0,0,76,1,1,0.11,0.07,20,0.08,0.07,1,1,0
12114,41,5,0,0,124,1,1,0.06,0.06,4,0.02,0.07,1,1,0
102834,24,9,287,2537,7,0,0,1,0,255,1,0,0,0,4
14513,49,5,0,0,119,1,1,0.03,0.06,15,0.06,0.06,1,1,0
42807,49,5,0,0,129,1,1,0.09,0.08,6,0.02,0.08,1,1,0
12502,49,5,0,0,142,1,1,0.04,0.06,22,0.09,0.06,1,1,0
50542,24,5,0,0,4,1,1,0.25,1,60,0.24,0.04,1,1,0
30062,49,5,0,0,137,1,1,0.09,0.05,7,0.03,0.05,1,1,0
66031,19,5,0,0,199,1,1,0.09,0.06,18,0.07,0.09,1,1,0
125527,24,9,263,345,3,0,0,1,0,255,1,0,0,0,4
79374,54,9,1528,331,1,0,0,1,0,203,0.86,0.05,0,0,4
7029,49,5,0,0,108,1,1,0.14,0.06,6,0.02,0.08,1,1,0
26491,63,5,0,0,296,1,1,0.03,0.05,9,0.04,0.06,1,1,0
107612,20,9,1010,0,2,0,0,1,0,84,0.41,0.04,0,0,4
57804,16,1,0,0,127,0,0,0.01,0.06,1,0,0.07,0,0,0
112917,49,5,0,0,184,1,1,0.07,0.08,2,0.01,0.08,1,1,0
45958,2,1,0,0,201,0,0,0.01,0.07,2,0.01,0.07,0,0,0
51901,14,9,8,0,1,0,0,1,0,47,1,0,0,0,1
41737,54,9,1739,334,1,0,0,1,0,160,0.72,0.04,0.01,0.01,4
48590,11,1,0,0,146,0,0,0.13,0.06,18,0.07,0.09,0,0,0
57063,20,9,852,0,2,0,0,1,0,51,0.2,0.02,0.33,0.43,4
32814,39,5,0,0,131,1,1,0.14,0.05,18,0.07,0.05,1,1,0
3984,49,9,28,0,30,0,0,1,0,30,0.12,0.01,0,0,0
46259,54,9,1104,494,1,0,0,1,0,167,0.74,0.04,0,0,4
4581,24,5,0,0,290,1,0.36,0.06,0.06,16,0.06,0.08,1,1,0
21490,24,9,231,421,2,0,0,1,0,255,1,0,0,0,4
115542,29,5,0,0,238,1,1,0.09,0.05,22,0.09,0.05,1,1,0
87020,11,5,0,0,283,1,1,0.02,0.06,4,0.02,0.06,1,1,0
21076,49,5,0,0,202,1,1,0.06,0.06,16,0.06,0.07,1,1,0
109189,15,9,1032,0,230,0,0,1,0,230,0.9,0.01,0,0,0
116007,18,5,0,0,114,1,1,0.02,0.06,2,0.01,0.09,1,1,0
64862,24,9,54540,8314,2,0,0,1,0,16,1,0,0,0,0
2206,54,2,0,0,1,0,0,1,0,110,0.65,0.02,0,0,4
36022,49,1,0,0,217,0,0,0.03,0.07,7,0.03,0.09,0,0,0
7970,54,9,1879,330,1,0,0,1,0,138,0.54,0.02,0,0,4
31882,69,1,0,0,244,0,0,0.07,0.06,18,0.07,0.07,0,0,0
86097,26,5,0,0,123,1,1,0.17,0.06,21,0.08,0.05,1,1,0
41803,24,9,248,1875,4,0,0,1,0,255,1,0,0,0,4
124809,49,1,0,0,2,0,0,0.5,1,1,0,0.8,0,0,1
51475,15,9,1032,0,511,0,0,1,0,110,0.43,0.01,0,0,0
75647,24,9,308,2568,13,0,0,1,0,255,1,0,0,0,4
399,63,9,0,4,1,0,0,1,0,25,1,0,0.08,0.08,4
28011,49,5,0,0,258,1,1,0.03,0.05,9,0.05,0.07,0.93,1,0
55573,49,1,0,0,102,0,0,0.03,0.07,3,0.02,0.07,0,0,0
83383,29,5,0,0,274,1,1,0,0.05,1,0,0.05,1,1,0
61995,29,5,0,0,238,1,1,0.02,0.07,4,0.02,0.07,1,1,0
34698,54,9,593,330,1,0,0,1,0,162,0.63,0.02,0,0,4
28719,54,9,973,333,1,0,0,1,0,127,0.7,0.03,0,0,4
95378,49,9,1,74,27,0,0,0.48,0.11,13,0.05,0.75,0.16,0,1
26622,54,9,1130,329,1,0,0,1,0,142,0.58,0.06,0,0,4
67005,47,9,35,130,1,0,0,1,0,5,0.02,0.02,0.01,0,4
25455,24,9,238,397,7,0,0,1,0,255,1,0,0,0,4
5379,12,9,44,130,241,0,0,1,0,253,0.99,0.01,0,0,4
57524,24,9,331,1162,10,0,0,1,0,255,1,0,0,0,4
6339,49,5,0,0,239,1,1,0.06,0.06,15,0.06,0.07,1,1,0
75179,24,9,279,891,8,0,0,1,0,255,1,0,0,0,4
118941,60,5,0,0,91,1,1,0.01,0.07,1,0,0.08,1,1,0
102845,12,9,44,77,216,0,0,1,0,255,1,0,0,0,4
42907,24,9,314,1100,10,0,0,1,0,255,1,0,0,0,4
18976,67,5,0,0,229,1,1,0.03,0.07,7,0.03,0.09,1,1,0
15965,24,9,252,1628,1,0,0,1,0,40,0.98,0.05,0,0,4
90260,24,9,328,1441,9,0,0,1,0,255,1,0,0,0,4
21604,14,9,8,0,1,0,0,1,0,21,1,0,0,0,1
71273,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
58980,54,9,1122,332,1,0,0,1,0,173,0.82,0.04,0,0,4
35506,24,9,284,1843,2,0,0.09,1,0,255,1,0,0,0,4
68392,49,5,0,0,290,1,1,0.06,0.06,7,0.03,0.07,1,1,0
2396,24,9,294,685,11,0,0,1,0,255,1,0,0,0,4
24247,12,9,45,45,184,0,0,1,0,250,0.98,0.01,0,0,4
18076,49,5,0,0,276,1,1,0.04,0.05,11,0.04,0.05,1,1,0
90653,24,9,287,280,5,0,0,1,0,255,1,0,0,0,4
110183,11,5,0,0,287,1,1,0.02,0.06,7,0.03,0.06,1,1,0
97981,12,9,44,44,144,0,0,1,0,255,1,0,0,0,4
63163,24,9,335,327,6,0,0,1,0,255,1,0,0,0,4
9361,24,9,218,480,2,0,0,1,0,255,1,0,0,0,4
50553,49,5,0,0,107,1,1,0.07,0.07,6,0.11,0.11,1,1,0
114627,33,5,0,0,247,1,1,0.07,0.06,18,0.07,0.07,1,1,0
75508,49,5,0,0,203,1,1,0.09,0.06,20,0.08,0.07,1,1,0
118125,12,9,31,0,1,0,0,1,0,25,0.13,0.03,0.01,0,4
112346,24,9,316,1445,4,0,0,1,0,255,1,0,0,0.01,4
125775,49,5,0,0,29,1,1,0.03,0.17,15,0.06,0.08,1,1,0
94224,49,5,0,0,183,1,1,0.1,0.05,8,0.03,0.06,1,1,0
67657,24,9,441,15273,12,0,0,1,0,255,1,0,0,0,4
26927,24,9,233,835,11,0,0,1,0,255,1,0,0,0,4
121661,18,5,0,0,302,1,1,0.07,0.05,20,0.08,0.07,1,1,0
89400,2,1,0,0,234,0,0,0.06,0.07,14,0.05,0.07,0,0,0
46893,26,5,0,0,99,1,1,0.13,0.06,13,0.05,0.05,1,1,0
20110,20,9,10044,0,12,0,0,1,0,18,1,0,0,0,4
8672,30,5,0,0,129,1,1,0.01,0.06,1,0,0.07,1,1,0
111123,13,5,0,0,228,1,1,0.09,0.06,20,0.08,0.06,1,1,0
88826,12,9,46,46,148,0,0,1,0,254,1,0.01,0,0,4
56512,49,4,0,0,1,0,0,1,0,1,0,0.76,0,0,1
118914,54,9,1791,328,1,0,0,1,0,164,0.68,0.03,0,0,4
78571,19,5,0,0,297,1,1,0.08,0.05,24,0.09,0.05,1,1,0
78987,24,9,311,6693,14,0,0,1,0,255,1,0,0,0,4
60008,18,9,8,138,1,0,0,1,0,4,0.05,0.04,0,0,4
91849,24,9,232,9743,1,0,0,1,0,255,1,0,0,0,4
113305,57,5,0,0,137,1,1,0.06,0.06,2,0.01,0.07,1,1,0
108491,15,9,1032,0,511,0,0,1,0,22,0.09,0.05,0.33,0,0
56771,12,9,42,129,166,0,0,0.99,0.01,129,0.77,0.02,0,0,4
113428,24,9,282,4584,16,0,0,1,0,255,1,0,0,0,4
79660,24,9,245,452,13,0,0,1,0,255,1,0,0,0,4
50207,54,9,1036,337,1,0,0,1,0,100,0.42,0.07,0.01,0.01,4
33313,24,9,300,2239,5,0,0,1,0,254,1,0.01,0,0,4
57979,54,9,1010,325,1,0,0,1,0,142,0.75,0.04,0,0,4
50022,49,5,0,0,298,1,1,0.06,0.05,19,0.07,0.08,1,1,0
40881,12,9,32,32,2,0,0,1,0,235,0.92,0.01,0,0,4
13160,24,9,293,128,3,0,0,1,0,255,1,0,0,0,4
91095,54,9,1677,334,1,0,0,1,0,166,0.56,0.03,0,0,4
38656,44,9,516,4,340,0,0,1,0,255,1,0,0,0,4
99664,24,9,304,11094,5,0,0,1,0,37,1,0,0,0,4
88700,24,9,160,25429,1,0,0,1,0,132,1,0,0,0.01,4
40938,24,9,177,14235,1,0,0.25,1,0,170,1,0,0,0,4
102367,24,9,327,2648,22,0,0,1,0,255,1,0,0,0,4
23669,24,9,188,265,11,0,0,1,0,255,1,0,0,0,4
8592,65,9,183,0,6,0,0,1,0,25,0.1,0.01,0,0,4
80855,57,5,0,0,231,1,1,0.07,0.06,16,0.06,0.06,1,1,0
558,49,1,0,0,130,0,0,0.08,0.06,7,0.03,0.07,0,0,0
5132,24,9,221,5286,6,0,0,1,0,255,1,0,0,0,4
78000,44,9,5135678,0,1,0,0,1,0,1,0.14,0.29,0,0,2
94567,49,5,0,0,47,1,1,0.38,0.09,17,0.08,0.06,1,1,0
115595,49,5,0,0,236,1,1,0.08,0.05,18,0.19,0.1,0.86,1,0
11634,49,5,0,0,216,1,1,0.04,0.05,9,0.12,0.11,0.97,1,0
118566,10,5,0,0,215,1,1,0.07,0.06,17,0.07,0.07,1,1,0
102358,19,9,1215,2449,1,0,0,1,0,115,0.45,0.02,0,0,2
42997,24,9,295,685,27,0,0,1,0,221,1,0,0,0,4
59227,63,5,0,0,31,1,1,0.16,0.16,5,0.02,0.09,1,1,0
26870,65,9,78,0,14,0,0,0.36,0.14,5,0.02,0.01,0,0,4
19093,12,9,44,120,191,0,0,1,0,255,1,0,0,0,4
17867,24,9,244,12721,4,0,0,1,0,255,1,0,0,0,4
23222,24,9,327,1817,2,0,0,1,0,255,1,0,0,0,4
2445,19,2,0,133,1,0,0,1,0,2,0.5,1,0,0,1
38454,54,9,2715,330,1,0,0,1,0,245,0.96,0.01,0,0,4
106166,13,2,0,0,213,0,0,0.06,0.07,13,0.05,0.06,0,0,0
109404,44,4,1,0,2,0,0,1,0,2,0.01,0.68,0,0,1
88735,49,5,0,0,141,0.81,1,0.02,0.06,13,0.05,0.06,1,1,0
22323,24,9,295,741,38,0,0,1,0,255,1,0,0,0,4
89037,24,1,0,0,1,0,0,1,0,85,1,0,0,0,4
13013,20,9,641,0,2,0,0,1,0,63,0.25,0.02,0,0,4
114557,24,9,340,3627,3,0,0,1,0,229,1,0,0,0,4
94089,63,5,0,0,273,1,1,0.07,0.05,19,0.07,0.05,1,1,0
88762,5,5,0,0,199,1,1,0.04,0.06,14,0.05,0.09,1,1,0
39465,24,9,217,935,1,0,0,1,0,255,1,0,0,0,4
62159,24,9,319,983,4,0,0,1,0,255,1,0,0,0,4
55504,12,9,44,133,155,0,0,1,0,255,1,0,0,0,4
56,14,9,8,0,1,0,0,1,0,46,1,0,0,0,1
25829,12,9,44,74,253,0,0,1,0.01,255,1,0,0,0,4
90485,12,9,45,134,80,0,0,0.99,0.03,245,0.96,0.01,0,0,4
46519,24,9,174,1227,37,0,0,1,0,164,1,0,0,0,4
89102,49,4,0,0,1,0,0,1,0,1,0,0.53,0,0,1
89522,24,9,164,7764,3,0,0,1,0,255,1,0,0,0,4
25593,60,5,0,0,62,1,1,0.29,0.06,73,0.29,0.02,1,1,0
36161,60,5,0,0,80,1,1,0.25,0.05,43,0.26,0.02,0.99,0.93,0
84738,24,9,300,1279,5,0,0,1,0,255,1,0,0,0,4
93652,49,5,0,0,68,1,1,0.09,0.07,16,0.06,0.07,1,1,0
90075,24,9,300,10870,17,0,0,1,0,255,1,0,0,0,4
113444,54,9,995,337,1,0,0,1,0,34,0.45,0.05,0,0,4
60368,49,4,0,0,1,0,0,1,0,1,0,1,0,0,1
63349,26,1,0,0,144,0,0,0.1,0.06,15,0.06,0.06,0,0,0
76216,24,9,203,5719,7,0,0,1,0,255,1,0,0,0,4
104609,24,9,330,277,4,0,0,1,0,242,0.95,0.01,0,0,4
6015,24,9,176,2207,1,0,0,1,0,255,1,0,0,0,4
97114,54,9,914,328,1,0,0,1,0,167,0.69,0.05,0,0,4
111126,49,5,0,0,119,1,1,0.03,0.06,18,0.07,0.08,1,1,0
114910,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
19152,14,9,18,0,1,0,0,1,0,219,1,0,0,0,1
101947,26,5,0,0,149,1,1,0.13,0.06,19,0.07,0.06,1,1,0
85280,39,5,0,0,104,1,1,0.17,0.06,6,0.02,0.07,1,1,0
67587,7,1,0,0,240,0,0,0.07,0.07,16,0.06,0.07,0,0,0
117825,20,9,10389,0,8,0,0,1,0,76,0.34,0.03,0.02,0.03,4
8282,24,9,54540,8314,3,0,0,1,0,24,1,0,0,0,0
93081,20,9,1030,0,8,0,0,1,0,92,0.36,0.11,0.01,0.01,4
1669,24,9,192,758,3,0,0,1,0,255,1,0,0,0,4
60111,24,9,372,527,1,0,0,1,0,255,1,0,0,0,4
114771,24,9,368,9864,8,0,0,1,0,255,1,0,0.01,0,4
60235,36,1,0,0,186,0,0,0.05,0.07,9,0.04,0.07,0,0,0
10007,24,9,212,337,20,0,0,1,0,255,1,0,0,0,4
106602,20,9,9198,0,23,0,0,1,0,79,1,0,0,0,4
39396,12,9,46,72,57,0,0,1,0,255,1,0,0,0,4
79638,28,5,0,0,259,1,1,0.04,0.06,14,0.05,0.07,1,1,0
96145,18,5,0,0,274,1,1,0.01,0.06,3,0.01,0.07,1,1,0
72141,24,9,252,7488,5,0,0,1,0,218,1,0,0.03,0.01,4
106818,54,9,1113,327,1,0,0,1,0,114,0.45,0.04,0,0,4
82833,24,9,327,434,25,0,0,1,0,255,1,0,0,0,4
104230,19,9,339,1072,1,0,0,1,0,26,0.17,0.47,0,0,4
3060,15,9,1032,0,511,0,0,1,0,23,0.09,0.25,0,0,0
120216,19,9,1251,2451,1,0,0,1,0,67,0.28,0.02,0,0,2
113893,12,9,44,85,151,0,0,1,0,254,1,0.01,0,0,4
104258,24,9,210,417,15,0,0,1,0,255,1,0,0,0,4
46482,49,4,0,0,351,0,0,0.01,0.52,2,0.01,0.52,0,0,1
13292,54,9,848,334,1,0,0,1,0,168,0.67,0.02,0,0,4
33462,12,9,44,44,8,0,0,0.12,0.25,53,0.96,0.04,0,0,4
30651,15,9,1032,0,511,0,0,1,0,216,0.85,0.02,0,0,0
40471,49,5,0,0,192,1,1,0.03,0.06,12,0.05,0.07,1,1,0
87093,19,9,1239,2449,1,0,0,1,0,31,0.15,0.02,0,0,2
106399,19,9,247,774,1,0,0,1,0,21,0.31,0.07,0,0,4
31562,24,9,212,1859,14,0,0.04,1,0,228,1,0,0,0,4
27190,49,5,0,0,273,1,1,0.03,0.05,11,0.04,0.07,1,1,0
39531,24,1,0,0,1,0,0,1,0,207,1,0,0,0,4
86362,20,9,641,0,2,0,0,1,0,32,0.83,0.33,0,0,4
107888,54,9,669,279,1,0,0,1,0,114,0.26,0.06,0,0,4
72710,24,9,262,458,5,0,0,1,0,255,1,0,0,0,4
72289,54,9,1127,326,1,0,0,1,0,174,0.71,0.03,0,0,4
61509,24,9,289,1211,5,0,0,1,0,255,1,0,0,0,4
